User_Id,Search_Query,Search_Timestamp,Implied_Place_Id
4,Best tempat ibadah,2024-08-24 19:54:13,177.0
4,Things to do in Bandung,2025-03-31 14:56:13,
4,Best budaya,2024-12-07 22:18:13,328.0
4,Best bahari,2024-12-23 14:23:13,
4,Photos of Taman Agrowisata Cilangkap,2024-06-23 13:54:13,54.0
4,Photos of Pintoe Langit Dahromo,2024-04-26 02:49:13,
4,Photos of Wisata Kuliner Pecenongan,2024-06-07 03:42:13,29.0
4,Things to do in Semarang,2024-09-30 16:49:13,
4,Pantai Timang entrance fee,2025-01-10 13:48:13,168.0
5,Is Klenteng Sanggar Agung kid-friendly?,2025-01-22 23:07:13,
5,Best pusat perbelanjaan,2024-10-09 15:22:13,49.0
5,Alive Museum Ancol reviews,2024-12-05 12:26:13,
5,Is Taman Jomblo kid-friendly?,2025-01-21 03:44:13,
5,Things to do in Bandung,2024-05-10 16:10:13,132.0
5,Is Lawang Sewu kid-friendly?,2024-07-30 17:49:13,
5,Is Desa Wisata Pulesari kid-friendly?,2024-08-31 12:18:13,204.0
5,Best bahari,2025-01-10 13:19:13,311.0
5,Is Tafso Barn kid-friendly?,2024-10-28 11:00:13,
5,Best budaya,2025-03-08 23:56:13,
6,How to get to Bandros City Tour,2024-07-14 15:17:13,
6,Photos of Masjid Istiqlal,2024-12-29 03:34:13,
6,Top rated cagar alam,2025-03-03 05:48:13,323.0
6,Yogyakarta tourist attractions,2024-07-19 05:16:13,397.0
6,taman hiburan near me,2024-08-18 06:46:13,427.0
6,Happyfarm Ciwidey entrance fee,2024-04-23 02:51:13,324.0
6,Is Obyek Wisata Goa Kreo kid-friendly?,2025-03-29 05:52:13,387.0
6,Yogyakarta tourist attractions,2025-03-27 04:08:13,339.0
6,Masjid Kapal Semarang entrance fee,2024-11-12 10:10:13,
6,Best taman hiburan,2024-09-16 17:31:13,430.0
6,Top rated pusat perbelanjaan,2024-08-28 20:15:13,250.0
7,Is Kebun Bibit Wonorejo kid-friendly?,2025-01-25 21:21:13,406.0
7,Photos of Taman Budaya Jawa Barat,2025-01-14 15:58:13,272.0
7,Is Pantai Jogan kid-friendly?,2024-06-04 02:48:13,195.0
7,Photos of Museum Joang 45,2025-02-22 10:44:13,
7,Jakarta tourist attractions,2024-12-31 08:53:13,
7,Photos of Hutan Bambu Keputih,2025-03-22 23:58:13,400.0
7,Puncak Kebun Buah Mangunan entrance fee,2025-03-13 23:56:13,133.0
7,Photos of Pantai Patihan,2024-09-10 03:33:13,152.0
7,Bandung tourist attractions,2024-10-24 02:16:13,
7,Klenteng Jin De Yuan entrance fee,2024-09-27 23:14:13,55.0
7,Is Hutan Mangrove Kulon Progo kid-friendly?,2025-02-13 04:28:13,
8,cagar alam near me,2025-01-11 08:28:13,217.0
8,Is Wisata Mangrove Tapak kid-friendly?,2025-01-26 05:32:13,349.0
8,Museum Seni Rupa dan Kramik entrance fee,2024-08-30 01:00:13,42.0
8,Photos of Kampung Pelangi,2024-07-26 20:45:13,
8,Pantai Krakal reviews,2024-12-30 08:18:13,
8,Things to do in Jakarta,2024-07-02 14:43:13,364.0
8,Top rated tempat ibadah,2024-12-10 03:54:13,236.0
8,Yogyakarta tourist attractions,2025-01-05 07:40:13,208.0
8,Top rated tempat ibadah,2024-11-03 06:18:13,220.0
8,Bandung tourist attractions,2025-01-28 10:52:13,
8,Taman Hiburan Rakyat reviews,2025-04-05 16:04:13,431.0
8,Best taman hiburan,2024-10-25 10:27:13,
9,Is Obyek Wisata Goa Kreo kid-friendly?,2024-04-19 01:09:13,387.0
9,Is Kebun Binatang Surabaya kid-friendly?,2024-12-29 13:02:13,408.0
9,Best taman hiburan,2024-06-18 08:26:13,
9,budaya near me,2024-10-03 21:20:13,
9,Top rated pusat perbelanjaan,2024-12-13 00:43:13,320.0
9,Best bahari,2025-02-05 02:47:13,286.0
9,Semarang tourist attractions,2024-12-11 02:55:13,306.0
9,pusat perbelanjaan near me,2024-10-16 09:08:13,
9,How to get to Monumen Serangan Umum 1 Maret,2024-08-01 15:00:13,
9,Museum Ullen Sentalu entrance fee,2024-10-02 19:56:13,
9,Photos of Museum Konferensi Asia Afrika,2025-02-20 20:04:13,222.0
9,Brown Canyon entrance fee,2024-10-21 05:27:13,389.0
10,Photos of Kawasan Wisata Sosrowijayan,2025-03-23 19:27:13,135.0
10,Is Taman Mundu kid-friendly?,2025-02-09 20:00:13,432.0
10,How to get to Candi Borobudur,2025-03-02 16:29:13,170.0
10,Top rated cagar alam,2024-04-22 15:06:13,267.0
10,tempat ibadah near me,2025-01-04 16:31:13,
10,Kebun Teh Nglinggo reviews,2024-06-03 06:41:13,
10,Pantai Maron reviews,2024-09-04 08:48:13,363.0
10,Things to do in Surabaya,2024-06-25 17:24:13,161.0
10,Best bahari,2024-12-21 18:09:13,112.0
10,Is Bukit Gantole Cililin kid-friendly?,2024-09-03 11:50:13,
10,Panghegar Waterboom Bandung reviews,2024-10-11 19:44:13,237.0
10,Semarang tourist attractions,2025-03-22 06:54:13,315.0
10,How to get to Kebun Binatang Bandung,2024-11-05 18:05:13,217.0
10,Best budaya,2024-07-23 13:36:13,
11,Pantai Sepanjang entrance fee,2024-04-14 10:40:13,
11,Taman Flora Bratang Surabaya entrance fee,2024-06-28 18:03:13,436.0
11,Best taman hiburan,2024-05-01 22:28:13,294.0
11,Top rated budaya,2025-03-07 04:14:13,
11,Kebun Teh Nglinggo reviews,2024-09-25 18:10:13,166.0
11,Is Museum Bahari Jakarta kid-friendly?,2024-11-14 17:45:13,41.0
11,Things to do in Jakarta,2024-07-20 17:44:13,435.0
12,Bandung tourist attractions,2024-05-01 22:15:13,42.0
12,Is Pantai Congot kid-friendly?,2025-03-17 05:56:13,
12,Bandros City Tour reviews,2025-01-18 07:32:13,330.0
12,bahari near me,2025-01-25 09:24:13,371.0
12,Best cagar alam,2025-02-15 04:47:13,
12,Photos of Wisata Kuliner Pecenongan,2025-01-07 23:58:13,
12,Photos of Perkebunan Teh Malabar,2024-06-24 11:58:13,307.0
12,Is The World Landmarks - Merapi Park Yogyakarta kid-friendly?,2025-03-12 04:48:13,
12,Is Gunung Lalakon kid-friendly?,2024-08-08 18:54:13,298.0
12,Photos of Tebing Breksi,2024-11-09 02:49:13,104.0
12,Jakarta tourist attractions,2024-07-02 13:21:13,421.0
12,Top rated cagar alam,2024-10-20 23:08:13,
13,bahari near me,2024-08-30 18:49:13,288.0
13,Top rated pusat perbelanjaan,2024-08-05 10:25:14,
13,Is Alun Alun Selatan Yogyakarta kid-friendly?,2025-03-31 06:40:14,
13,Top rated cagar alam,2024-10-27 00:49:14,96.0
13,Top rated tempat ibadah,2024-10-03 17:52:14,244.0
13,Pantai Sadranan reviews,2024-05-20 14:19:14,188.0
13,Things to do in Semarang,2024-05-04 06:56:14,115.0
13,taman hiburan near me,2025-04-09 09:23:14,383.0
13,Top rated budaya,2024-08-13 03:49:14,
13,Things to do in Semarang,2024-07-31 16:35:14,424.0
13,How to get to Masjid Agung Trans Studio Bandung,2025-03-08 20:57:14,279.0
13,Is Lawangwangi Creative Space kid-friendly?,2024-05-05 16:37:14,241.0
13,Is Taman Mini Indonesia Indah (TMII) kid-friendly?,2025-01-06 20:09:14,4.0
13,cagar alam near me,2024-04-27 18:20:14,339.0
14,budaya near me,2024-05-14 08:11:14,
14,Top rated bahari,2024-09-24 11:04:14,
14,Things to do in Semarang,2024-10-27 04:16:14,237.0
14,Is Monumen Bambu Runcing Surabaya kid-friendly?,2025-04-04 09:05:14,428.0
14,Things to do in Jakarta,2024-12-19 06:00:14,266.0
14,Photos of Bumi Perkemahan Cibubur,2025-03-09 02:51:14,37.0
14,Is Flower Farm Setiya Aji kid-friendly?,2024-05-12 17:05:14,391.0
14,How to get to Monumen Yogya Kembali,2024-05-19 23:00:14,97.0
14,How to get to Lawangwangi Creative Space,2025-02-14 20:36:14,
14,GPIB Immanuel Semarang (Gereja Blenduk) entrance fee,2024-10-14 06:07:14,352.0
14,How to get to Taman Sungai Mudal,2024-12-27 23:37:14,208.0
14,Bandung tourist attractions,2024-04-20 10:12:14,
14,How to get to Pantai Pok Tunggal,2024-08-01 21:34:14,
15,Things to do in Surabaya,2024-09-30 22:48:14,278.0
15,Is Taman Pandanaran kid-friendly?,2025-01-22 05:53:14,347.0
15,Taman Sejarah Bandung entrance fee,2024-11-07 18:52:14,285.0
15,Top rated taman hiburan,2024-07-03 11:29:14,46.0
15,Is Taman Barunawati kid-friendly?,2024-12-24 19:47:14,
15,Taman Menteng entrance fee,2024-05-14 02:21:14,
15,Air Terjun Kedung Pedut reviews,2024-05-31 14:32:14,132.0
15,Semarang tourist attractions,2024-12-31 15:53:14,387.0
15,How to get to Taman Kasmaran,2025-03-05 17:48:14,342.0
15,taman hiburan near me,2024-08-10 02:59:14,
15,How to get to GPIB Immanuel Semarang (Gereja Blenduk),2024-12-06 01:24:14,352.0
15,Things to do in Yogyakarta,2024-07-27 04:47:14,
15,Semarang tourist attractions,2025-03-22 10:46:14,154.0
16,Top rated budaya,2025-02-12 16:58:14,
16,Top rated pusat perbelanjaan,2024-07-12 16:52:14,304.0
16,Top rated taman hiburan,2024-08-18 15:13:14,
16,Is Kidzania kid-friendly?,2024-08-11 06:57:14,
16,Is Pasar Tanah Abang kid-friendly?,2024-08-18 21:24:14,25.0
16,How to get to Museum Pendidikan Nasional,2024-10-10 20:33:14,
16,Jembatan Kota Intan entrance fee,2024-09-08 02:34:14,16.0
16,Things to do in Semarang,2024-07-28 18:12:14,
16,Things to do in Jakarta,2025-03-04 09:22:14,25.0
16,Top rated cagar alam,2025-01-02 00:21:14,60.0
17,Things to do in Semarang,2025-04-12 08:42:14,
17,Things to do in Semarang,2024-10-13 09:24:14,5.0
17,Skyrink - Mall Taman Anggrek reviews,2024-09-05 12:58:14,36.0
17,Taman Bungkul entrance fee,2024-11-29 12:13:14,
17,tempat ibadah near me,2025-02-02 15:46:14,
17,Bandung tourist attractions,2024-06-14 07:41:14,388.0
17,Photos of Kampoeng Rawa,2024-11-18 03:05:14,368.0
18,Wisata Kraton Jogja entrance fee,2025-02-22 01:57:14,150.0
18,taman hiburan near me,2024-08-30 09:16:14,323.0
18,Things to do in Semarang,2025-04-05 19:18:14,
18,Atlantis Land Surabaya reviews,2024-05-09 11:49:14,430.0
18,Top rated budaya,2024-05-21 11:46:14,
19,How to get to Taman Harmoni Keputih,2024-10-30 09:38:14,393.0
19,cagar alam near me,2024-11-28 18:36:14,
19,Museum Layang-layang entrance fee,2024-05-29 18:06:14,66.0
19,Wisata Eling Bening reviews,2024-07-09 13:58:14,
19,Stone Garden Citatah entrance fee,2024-07-26 01:31:14,230.0
20,Things to do in Yogyakarta,2025-04-04 08:36:14,64.0
20,Photos of Saung Angklung Mang Udjo,2024-06-08 14:34:14,
20,Photos of Kampoeng Tulip,2024-09-07 03:57:14,252.0
20,Semarang tourist attractions,2024-10-16 06:36:14,
20,Best budaya,2024-06-22 02:48:14,315.0
20,Top rated cagar alam,2024-06-07 08:29:14,232.0
21,cagar alam near me,2024-04-26 03:41:14,350.0
21,Things to do in Jakarta,2025-01-04 06:17:14,
21,How to get to Balai Kota Surabaya,2025-04-06 19:32:14,426.0
21,Photos of Kebun Teh Nglinggo,2024-12-29 22:57:14,166.0
21,Things to do in Surabaya,2024-11-02 11:02:14,
21,Is Pulau Tidung kid-friendly?,2024-07-30 22:18:14,
21,Tebing Karaton reviews,2024-11-30 16:55:14,219.0
21,Photos of The Lodge Maribaya,2024-12-23 19:20:14,311.0
21,Photos of Hutan Pinus Asri,2024-04-23 22:40:14,159.0
21,Photos of Jendela Alam,2024-06-30 13:25:14,
21,Things to do in Semarang,2024-11-17 19:01:14,
21,Sam Poo Kong Temple reviews,2024-12-01 06:07:14,339.0
21,Things to do in Bandung,2024-08-10 19:40:14,432.0
22,Things to do in Bandung,2024-10-23 19:58:14,
22,Is Puncak Kebun Buah Mangunan kid-friendly?,2024-12-11 02:31:14,133.0
22,Chingu Cafe Little Seoul reviews,2024-08-08 12:28:14,
22,Bukit Moko entrance fee,2024-11-17 05:30:14,232.0
22,Museum Seni Rupa dan Kramik reviews,2024-09-16 05:15:14,
22,Things to do in Semarang,2024-05-10 04:21:14,37.0
22,Things to do in Jakarta,2024-09-13 04:06:14,434.0
22,cagar alam near me,2024-12-23 19:14:14,
22,How to get to Trans Studio Bandung,2024-07-22 21:15:14,214.0
23,Jakarta tourist attractions,2024-07-04 14:46:14,
23,Yogyakarta tourist attractions,2024-04-19 07:14:14,405.0
23,Bandung tourist attractions,2024-09-07 21:39:14,
23,Panghegar Waterboom Bandung reviews,2025-01-10 11:04:14,237.0
23,Surabaya tourist attractions,2024-12-28 13:45:14,434.0
23,Best pusat perbelanjaan,2025-04-01 06:58:14,
23,How to get to Galaxy Waterpark Jogja,2024-09-13 04:22:14,
23,Photos of Pantai Jogan,2024-05-27 01:26:14,195.0
23,Top rated taman hiburan,2024-04-24 18:01:14,
23,Is Museum Sri Baduga kid-friendly?,2024-11-15 09:50:14,
23,Kampoeng Djadhoel Semarang reviews,2024-06-13 17:11:14,345.0
24,Top rated cagar alam,2024-12-24 22:41:14,
24,Yogyakarta tourist attractions,2024-09-24 11:14:14,
24,Surabaya tourist attractions,2025-03-04 16:25:14,38.0
24,Photos of Pemandian Air Panas Ciater,2024-05-20 17:01:14,308.0
24,Top rated pusat perbelanjaan,2024-12-21 14:18:14,300.0
24,Museum Sasmita Loka Ahmad Yani reviews,2024-11-08 00:49:14,64.0
24,Best taman hiburan,2024-06-10 04:47:14,308.0
24,Things to do in Yogyakarta,2024-07-23 16:24:14,124.0
25,Photos of Museum Konferensi Asia Afrika,2024-12-29 02:58:14,222.0
25,Top rated bahari,2024-08-06 01:33:14,
25,Things to do in Yogyakarta,2024-06-26 11:04:14,
25,Taman Buah Surabaya reviews,2025-04-03 07:56:14,398.0
25,Semarang tourist attractions,2024-07-16 03:01:14,
25,Best pusat perbelanjaan,2024-05-08 17:48:14,
25,Jakarta tourist attractions,2024-10-23 04:48:14,158.0
25,Is Pasar Seni kid-friendly?,2025-02-25 05:01:14,
25,Best cagar alam,2025-02-10 12:05:14,267.0
26,Photos of Kawasan Wisata Sosrowijayan,2024-08-04 04:22:14,
26,Photos of Bukit Bintang Yogyakarta,2025-01-03 16:18:14,112.0
26,How to get to Bukit Gantole Cililin,2024-04-21 12:55:14,329.0
26,How to get to Sea World,2025-02-20 02:26:14,
26,Best pusat perbelanjaan,2025-01-11 10:42:14,279.0
26,Pantai Drini reviews,2025-03-24 03:20:14,191.0
26,Gua Maria Kerep Ambarawa entrance fee,2024-09-08 10:13:14,372.0
26,bahari near me,2024-10-15 11:30:14,
26,How to get to Museum Basoeki Abdullah,2024-05-05 02:02:14,
27,Bandung tourist attractions,2024-07-26 19:19:14,273.0
27,Pasar Kebon Empring Bintaran entrance fee,2024-10-22 11:36:14,160.0
27,Sanghyang Heuleut reviews,2024-05-31 22:05:14,300.0
27,Things to do in Yogyakarta,2024-09-23 01:11:14,281.0
27,Monumen Yogya Kembali reviews,2024-06-13 10:33:14,97.0
27,Top rated pusat perbelanjaan,2024-09-14 21:53:14,130.0
27,Jakarta tourist attractions,2025-01-19 22:47:14,
28,Green Village Gedangsari entrance fee,2024-08-11 06:26:14,
28,Is Goa Rong kid-friendly?,2025-03-24 10:32:14,379.0
28,Masjid Muhammad Cheng Hoo reviews,2024-08-12 12:01:14,411.0
28,Photos of Museum Layang-layang,2025-03-14 19:36:14,
28,Kampung Tematik Jawi entrance fee,2024-12-19 22:09:14,
28,Things to do in Bandung,2024-09-09 08:03:14,
28,Is Danau Rawa Pening kid-friendly?,2024-10-27 04:56:14,
28,tempat ibadah near me,2024-12-05 08:45:14,200.0
29,Best bahari,2025-04-10 19:51:14,382.0
29,Best bahari,2025-01-26 19:34:14,
29,Is Wisata Agro Edukatif Istana Susu Cibugary kid-friendly?,2024-04-14 06:42:14,
29,Is Curug Anom kid-friendly?,2024-05-10 07:56:14,292.0
29,Things to do in Semarang,2024-06-28 00:05:14,348.0
29,Best pusat perbelanjaan,2024-09-26 22:07:14,328.0
29,Pantai Patihan entrance fee,2024-09-14 09:05:14,
29,Top rated pusat perbelanjaan,2024-11-24 19:44:14,103.0
29,budaya near me,2024-08-04 22:05:14,
29,Is Wisata Alam Mangrove Angke kid-friendly?,2025-03-23 12:31:14,31.0
29,Things to do in Jakarta,2024-07-08 10:28:14,8.0
29,Best bahari,2024-10-03 23:44:14,18.0
30,Balai Kota Surabaya reviews,2024-07-29 18:58:14,
30,Kebun Binatang Ragunan entrance fee,2025-01-06 16:04:14,
30,Monumen Batik Yogyakarta entrance fee,2024-07-08 07:47:14,102.0
30,Things to do in Surabaya,2024-09-29 10:55:14,252.0
30,How to get to Panama Park 825,2024-09-22 09:29:14,
30,Things to do in Surabaya,2025-01-20 18:38:14,388.0
30,Best budaya,2024-10-02 23:14:14,
30,Bandung tourist attractions,2025-02-19 22:44:14,282.0
30,Semarang tourist attractions,2024-07-23 12:14:14,163.0
30,Top rated pusat perbelanjaan,2024-08-05 02:51:14,
30,Lawang Sewu reviews,2024-04-25 21:23:14,338.0
31,How to get to Kampung Wisata Taman Sari,2024-10-21 16:22:14,90.0
31,Things to do in Semarang,2024-10-29 15:30:14,329.0
31,How to get to Kawasan Wisata Sosrowijayan,2025-01-18 16:00:14,
31,tempat ibadah near me,2024-04-21 08:35:14,392.0
31,Photos of Pantai Sanglen,2025-04-04 17:25:14,209.0
31,Watu Lumbung entrance fee,2024-08-22 11:49:14,131.0
31,bahari near me,2024-06-07 22:30:14,306.0
32,Is Kampung Wisata Kadipaten kid-friendly?,2024-08-27 15:00:14,
32,Top rated bahari,2024-10-11 23:53:14,109.0
32,Top rated bahari,2024-11-27 07:37:14,
32,How to get to Bukit Gantole Cililin,2024-05-10 13:19:14,
32,taman hiburan near me,2025-01-10 08:34:14,81.0
32,Best bahari,2024-07-28 01:04:14,434.0
32,How to get to De Mata Museum Jogja,2024-06-26 06:49:14,89.0
32,Jakarta tourist attractions,2025-02-15 16:47:14,14.0
32,How to get to Caringin Tilu,2025-01-18 05:08:14,266.0
32,Is Taman Srigunting kid-friendly?,2024-09-28 16:53:14,
32,Best taman hiburan,2024-09-07 03:57:14,422.0
33,Best pusat perbelanjaan,2024-04-23 02:26:14,400.0
33,Bumi Perkemahan Cibubur entrance fee,2024-07-06 18:09:14,37.0
33,How to get to Kampung Tematik Jawi,2024-06-30 13:46:14,
33,Pasar Taman Puring entrance fee,2024-05-20 18:14:14,
33,Top rated taman hiburan,2024-07-28 22:33:14,
33,Things to do in Jakarta,2025-02-27 08:39:14,
33,Is Taman Legenda Keong Emas kid-friendly?,2024-11-07 04:02:14,62.0
33,Yogyakarta tourist attractions,2024-12-10 02:55:14,12.0
33,pusat perbelanjaan near me,2024-09-17 03:03:14,
33,cagar alam near me,2024-05-30 23:53:14,195.0
33,Photos of Balai Kota Surabaya,2024-07-15 22:08:14,
33,How to get to Bendung Lepen,2024-07-13 04:40:14,140.0
33,Monumen Bandung Lautan Api reviews,2024-05-03 05:30:14,257.0
33,Photos of Selasar Sunaryo Art Space,2025-03-13 02:25:14,253.0
34,Yogyakarta tourist attractions,2025-03-21 21:02:14,338.0
34,Kampung Pelangi entrance fee,2024-07-30 04:51:14,337.0
34,Pantai Sadranan reviews,2024-08-08 15:33:14,188.0
34,Best bahari,2024-10-04 14:31:14,
34,Tektona Waterpark entrance fee,2024-10-30 01:50:14,281.0
34,Is Blue Lagoon Jogja kid-friendly?,2025-01-31 17:02:14,
34,Wisata Eling Bening entrance fee,2024-11-08 18:55:14,
34,Things to do in Semarang,2024-05-30 08:20:14,
34,Taman Prestasi reviews,2024-08-29 23:56:14,
34,taman hiburan near me,2024-08-30 06:53:14,322.0
35,Is Masjid Muhammad Cheng Hoo kid-friendly?,2024-12-14 13:36:14,411.0
35,Things to do in Jakarta,2024-06-26 12:47:14,103.0
35,Surabaya tourist attractions,2024-07-05 06:05:14,
35,Best taman hiburan,2024-12-18 04:24:14,
35,bahari near me,2024-09-20 14:52:14,275.0
35,Things to do in Bandung,2024-12-20 18:37:14,
35,Photos of Wisata Eling Bening,2024-12-01 00:54:14,
36,Things to do in Yogyakarta,2024-09-07 08:32:14,162.0
36,Photos of Goa Cerme,2024-08-13 05:08:14,149.0
36,How to get to Pemandian Air Panas Cimanggu,2025-01-28 00:42:14,
36,Things to do in Yogyakarta,2024-05-03 04:38:14,118.0
36,Photos of Keraton Surabaya,2024-09-13 15:33:14,
36,How to get to Gembira Loka Zoo,2024-09-16 22:00:14,93.0
36,Bandung tourist attractions,2024-05-31 00:47:14,181.0
36,Photos of Pantai Sadranan,2025-02-24 06:44:14,
36,Taman Ayodya entrance fee,2024-06-18 03:18:14,58.0
36,Photos of Pulau Pelangi,2025-02-23 04:06:14,14.0
36,Best budaya,2024-11-30 20:38:14,97.0
36,Things to do in Jakarta,2025-03-13 13:51:14,325.0
36,Things to do in Jakarta,2025-02-21 06:55:14,185.0
36,pusat perbelanjaan near me,2024-04-27 15:03:14,436.0
37,bahari near me,2024-11-13 21:59:14,
37,Surabaya tourist attractions,2024-12-11 20:45:14,
37,Taman Lansia reviews,2024-09-09 12:51:14,251.0
37,Photos of Pura Giri Natha,2024-05-16 21:48:14,348.0
37,Top rated bahari,2024-11-27 07:55:14,289.0
37,Photos of Goa Rancang Kencono,2024-05-22 14:13:14,
37,Is Patung Buddha Empat Rupa kid-friendly?,2025-02-04 17:17:14,427.0
37,Taman Mini Indonesia Indah (TMII) reviews,2024-09-17 19:29:14,4.0
37,Kampung Wisata Taman Sari entrance fee,2025-02-27 00:44:14,
37,Is Taman Ekspresi Dan Perpustakaan kid-friendly?,2024-04-22 09:25:14,407.0
37,Best bahari,2025-03-27 12:52:14,
38,Is GunungTangkuban perahu kid-friendly?,2024-08-23 10:29:14,211.0
38,Is Alive Museum Ancol kid-friendly?,2024-12-13 05:41:14,83.0
38,Top rated cagar alam,2024-12-24 08:30:14,
38,Taman Menteng reviews,2024-04-20 19:20:14,30.0
38,Things to do in Jakarta,2024-06-06 23:52:14,145.0
39,Puncak Segoro entrance fee,2024-10-07 20:01:14,
39,pusat perbelanjaan near me,2024-12-28 16:00:14,105.0
39,Best tempat ibadah,2024-06-22 09:00:14,24.0
39,How to get to Pemandian Air Panas Ciater,2024-11-08 17:40:14,308.0
39,De Mata Museum Jogja reviews,2024-12-30 21:48:14,89.0
39,Surabaya tourist attractions,2024-07-21 03:12:14,390.0
39,Wisata Eling Bening reviews,2024-10-18 14:52:14,
39,Yogyakarta tourist attractions,2024-07-24 09:50:14,
39,Photos of Gedung Agung Yogyakarta,2024-06-04 05:58:14,113.0
39,Is House of Sampoerna kid-friendly?,2024-10-23 14:08:14,429.0
39,Top rated budaya,2024-08-16 00:56:14,133.0
39,How to get to Taman Sungai Mudal,2024-04-26 22:47:14,
39,Things to do in Jakarta,2025-04-03 10:26:14,
40,Photos of Balai Kota Surabaya,2024-11-08 15:12:14,
40,How to get to Taman Begonia,2024-12-28 22:08:14,
40,Photos of Kampung Cina,2025-01-13 05:39:14,
40,Photos of Bunker Kaliadem Merapi,2024-07-07 09:08:14,
40,Best cagar alam,2024-11-02 08:38:14,46.0
40,Best taman hiburan,2024-08-05 19:31:14,3.0
40,Lembang Park & Zoo reviews,2025-01-21 08:58:14,239.0
40,pusat perbelanjaan near me,2024-11-21 06:18:14,
41,Yogyakarta tourist attractions,2024-06-30 12:25:14,
41,Things to do in Bandung,2025-02-05 11:30:14,237.0
41,Things to do in Surabaya,2024-08-18 22:05:14,
41,Is Lembang Park & Zoo kid-friendly?,2024-12-08 15:40:14,
41,tempat ibadah near me,2024-11-10 02:29:14,229.0
41,Best pusat perbelanjaan,2025-03-24 13:18:14,63.0
41,How to get to Taman Tabanas,2024-10-02 10:37:14,383.0
42,tempat ibadah near me,2024-04-25 10:13:14,301.0
42,Surabaya tourist attractions,2025-04-01 01:45:14,365.0
42,Best cagar alam,2025-03-18 09:14:14,
42,Things to do in Semarang,2024-05-28 15:21:14,
42,How to get to Wisata Kraton Jogja,2024-10-06 19:12:14,
42,Best pusat perbelanjaan,2024-09-24 05:17:14,169.0
43,Things to do in Surabaya,2024-05-16 12:09:14,398.0
43,Pasar Petak Sembilan entrance fee,2025-02-27 10:38:14,68.0
43,How to get to Galaxy Waterpark Jogja,2024-12-13 22:29:14,203.0
43,Things to do in Surabaya,2025-03-08 06:59:14,
43,Museum Mpu Tantular reviews,2025-03-17 22:55:14,433.0
44,Surabaya tourist attractions,2024-10-03 22:33:14,221.0
44,Desa Wisata Lembah Kalipancur reviews,2024-06-13 01:57:14,340.0
44,Top rated tempat ibadah,2024-06-04 06:36:14,421.0
44,Best bahari,2024-04-17 04:43:14,199.0
44,Best budaya,2024-08-16 17:38:14,
44,Top rated taman hiburan,2025-03-28 00:58:14,
44,Photos of Wisata Kampung Krisan Clapar,2024-07-17 04:34:14,361.0
45,budaya near me,2024-08-30 21:47:14,
45,Bandung tourist attractions,2024-08-26 22:02:14,
45,How to get to Food Junction Grand Pakuwon,2024-08-09 22:07:14,
45,Photos of Kota Tua,2025-01-30 19:38:14,2.0
45,Is Gedung Sate kid-friendly?,2024-05-16 07:02:14,
45,How to get to Hutan Wisata Tinjomoyo Semarang,2025-01-10 09:20:14,341.0
45,Surabaya tourist attractions,2024-11-03 10:42:14,427.0
46,Best budaya,2024-12-18 09:16:14,62.0
46,Best tempat ibadah,2024-04-23 10:23:14,92.0
46,tempat ibadah near me,2024-10-06 19:09:14,249.0
46,Top rated cagar alam,2024-09-30 16:09:14,
